mounth,failCount,failPause,failMax,lifeTime,activeLife,calls,tariffPrice,tariffSpeed,payments,paymentSum,sms,outflow
2,7,30580,18639,43459199,43459200,0,650,100,2,1300,0,0
2,4,4380,3120,43372799,42163200,2,1100,100,2,2200,2,0
2,4,4380,3120,42595199,41990400,0,1265,100,2,2565,2,0
2,7,30580,18639,43027199,43027200,2,800,100,2,1600,4,0
2,7,30580,18638,42422399,42422400,1,650,100,3,1650,13,0
2,5,5040,3180,42854399,42854400,0,500,50,2,1000,1,0
2,11,26661,19281,43027199,43027200,0,1100,100,2,2200,1,0
2,4,19380,16560,43113599,43113600,1,1100,100,3,3300,2,0
2,4,4380,3120,42249599,38534400,0,990,50,1,990,2,0
2,4,4380,3120,42595199,42595200,0,1265,100,2,2530,0,0
2,3,4440,3180,41731199,41769377,2,1100,100,2,2200,0,0
2,4,4380,3120,40694399,40694400,0,1265,100,3,2865,2,0
2,7,30580,18638,42681599,41126400,0,500,50,2,633,2,0
2,4,19380,16560,41471999,41472000,4,990,50,2,1980,2,0
2,7,14793,9573,42335999,42336000,0,650,100,3,2399,2,0
2,6,7020,3720,8467199,8380800,0,699,70,2,1400,2,0
2,3,4440,3180,42335999,32140800,0,1100,100,2,1567,3,0
2,3,4440,3180,42335999,31449600,1,1100,100,4,2153,1,0
2,7,30580,18638,42422399,42422400,0,500,50,3,1500,4,0
2,4,19380,16560,40953599,40953600,6,1100,100,2,2200,1,0
2,4,4380,3120,41990399,41990400,0,1100,100,3,3300,0,0
2,3,4440,3180,41990399,41990400,3,1100,100,2,2200,3,0
2,4,4380,3120,41644799,39744000,0,990,50,2,1980,3,0
2,4,19380,16560,39139199,38793600,1,990,50,2,1980,1,0
2,4,4380,3120,41558399,41558400,0,990,50,2,1980,0,0
2,4,4380,3120,14342399,14083200,0,990,100,3,2911,4,0
2,7,29714,17220,41731199,41558400,0,650,100,2,700,1,0
2,3,4980,2160,41731199,10972800,2,650,100,1,500,3,0
2,3,4440,3180,41731199,41644800,1,1100,100,2,2200,2,0
2,4,19380,16560,41039999,41040000,0,990,50,2,1970,5,0
2,3,4440,3180,41644799,41644800,0,990,50,1,1149,0,0
2,4,4380,3120,41644799,37756800,0,1430,1000,1,2910,0,0
2,2,1980,1560,38966399,27820800,0,650,100,0,0,0,0
2,9,132602,74408,38534399,38361600,0,650,100,2,1257,1,0
2,4,4380,3120,40521599,40521600,0,1595,1000,2,3190,5,0
2,4,4980,3120,40694399,39484800,0,800,100,3,2400,2,0
2,4,19380,16560,40694399,40694400,3,990,50,2,1980,4,0
2,4,19380,16560,40953599,35856000,0,990,50,3,2970,2,0
2,3,4440,3180,40953599,40953600,8,1100,100,2,2425,4,0
2,3,4440,3180,40607999,40608000,0,1430,1000,2,2860,6,0
2,8,37573,19140,40607999,40608000,0,650,100,2,1195,4,0
2,7,14217,9657,40953599,39916800,2,650,100,3,1950,4,0
2,3,4440,3180,40780799,40435200,0,1100,100,2,2195,1,0
2,3,4440,3180,40348799,40262400,1,1265,100,2,2500,4,0
2,3,4440,3180,40262399,16848000,4,1100,100,1,2200,1,0
2,7,30580,18638,40348799,39916800,0,650,100,2,1185,3,0
2,4,25600,16478,37929599,26179200,0,800,100,0,0,0,0
2,4,19380,16560,38447999,38361600,0,1265,100,2,2530,3,0
2,3,4440,3180,40262399,39744000,0,990,50,2,2280,4,0
2,3,4440,3180,39225599,39225600,4,990,50,2,1980,0,0
2,4,19380,16560,40694399,20044800,0,990,50,1,800,1,0
2,3,4440,3180,39916799,39916800,0,1100,100,2,2200,1,0
2,3,4440,3180,38879999,38534400,1,990,50,2,1980,0,0
2,4,19380,16560,39916799,39916800,1,990,50,2,2000,3,0
2,3,4440,3180,39916799,39916800,0,990,50,1,990,1,0
2,7,30580,18639,39916799,39916800,2,650,100,2,1300,3,0
2,4,19380,16560,39830399,39830400,0,1265,100,3,3795,1,0
2,3,4440,3180,39743999,39744000,0,990,50,2,1980,4,0
2,4,4380,3120,39830399,39830400,0,1100,100,2,2200,1,0
2,3,4440,3180,39830399,39830400,23,1595,1000,2,4095,1,0
2,6,22387,11587,21340799,21340800,3,500,50,2,1000,3,0
2,3,4440,3180,39571199,39571200,2,1265,100,2,2530,2,0
2,23,45900,19020,39657599,39657600,5,500,50,2,1000,0,0
2,6,7020,3720,39657599,35942400,0,650,100,2,1540,0,0
2,7,30580,18638,39571199,39225600,2,500,50,2,1000,5,0
2,4,19380,16560,39311999,17020800,0,990,50,2,2200,2,0
2,7,36391,24540,39311999,39312000,0,800,100,2,1800,0,0
2,11,26661,19281,38966399,38966400,4,1100,100,2,2200,3,0
2,3,4440,3180,38966399,38966400,0,990,50,0,0,0,0
2,3,4440,3180,38879999,38880000,0,1100,100,2,2200,4,0
2,4,4380,3120,38620799,38534400,5,1265,100,2,2350,4,0
2,4,4380,3120,38534399,38016000,9,990,50,2,1980,5,0
2,4,4380,3120,38534399,38361600,0,1100,100,3,3235,1,0
2,4,4380,3120,35942399,35164800,0,1430,1000,2,2860,2,0
2,4,19380,16560,38015999,34905600,0,1430,1000,2,2770,3,0
2,3,4440,3180,37929599,37929600,1,990,50,3,2970,2,0
2,3,4440,3180,38015999,38016000,0,990,50,2,1980,4,0
2,6,27064,16620,37929599,31795200,0,650,100,2,883,4,0
2,4,4860,3180,37843199,34214400,0,500,50,2,719,2,0
2,7,14217,9657,37843199,37843200,7,650,100,2,1300,1,0
2,4,4380,3120,37929599,35683200,0,1100,100,2,2200,0,0
2,3,4440,3180,37238399,37238400,0,1100,100,2,2200,2,0
2,4,19380,16560,37583999,37584000,4,990,50,3,2970,2,0
2,7,14217,9657,11663999,11059200,0,600,100,2,1065,2,0
2,3,4440,3180,37583999,36806400,0,1265,100,2,2530,2,0
2,3,4440,3180,37497599,37497600,0,1595,1000,1,1700,2,0
2,3,4440,3180,36892799,36892800,0,1100,100,2,2200,4,0
2,3,4440,3180,37065599,37065600,0,1100,100,2,2200,0,0
2,4,19380,16560,36806399,36806400,0,1595,1000,1,1700,1,0
2,1,1620,1620,34473599,25142400,0,1100,100,0,0,0,0
2,7,30580,18638,37151999,37152000,1,650,100,1,650,0,0
2,6,22387,11587,34127999,32400000,0,500,50,2,477,2,0
2,3,4440,3180,37151999,37065600,0,990,50,3,3000,1,0
2,3,4440,3180,29980799,29462400,0,990,100,3,1862,4,0
2,4,19380,16560,36633599,36633600,2,1265,100,2,2600,0,0
2,3,4440,3180,36719999,29376000,0,1100,100,3,2458,1,0
2,11,26661,19281,36547199,36547200,9,1100,100,2,2600,1,0
2,7,14217,9657,36547199,14947200,2,800,100,2,1173,7,0
2,3,4440,3180,35683199,35683200,2,1265,100,2,2530,1,0
2,11,26661,19281,36547199,36547200,1,990,50,2,1980,2,0
2,6,22387,11587,36460799,26784000,0,650,100,1,650,0,0
2,9,132602,74408,36201599,34214400,0,800,100,2,1653,2,0
2,4,4380,3120,36460799,36028800,0,1100,100,3,2200,1,0
2,3,4440,3180,36201599,34992000,3,990,50,2,1980,0,0
2,22,45300,19260,36115199,6480000,0,650,100,0,0,0,0
2,5,7800,4560,36115199,36115200,0,650,100,2,2000,0,0
2,3,4440,3180,36115199,36115200,1,1100,100,2,1707,0,0
2,4,4380,3120,35510399,35424000,0,990,50,2,1990,2,0
2,11,26661,19281,36115199,36115200,0,1390,1000,2,2780,2,0
2,4,4380,3120,36028799,36028800,4,990,50,2,1980,2,0
2,3,4440,3180,35942399,35942400,0,1265,100,2,2565,2,0
2,4,4380,3120,35942399,35164800,0,990,50,2,1980,0,0
2,4,19380,16560,35769599,35424000,0,1265,100,2,3851,2,0
2,9,132602,74408,35423999,31190400,1,650,100,3,1782,3,0
2,8,29175,17100,35510399,33004800,3,500,50,1,1000,6,0
2,3,4440,3180,35337599,35337600,0,990,50,2,1980,0,0
2,4,4380,3120,35510399,35510400,0,990,100,2,3000,0,0
2,7,30580,18639,35510399,35251200,0,800,100,2,1598,7,0
2,4,4380,3120,35164799,34646400,0,1100,100,2,2200,2,0
2,6,8220,4560,35423999,34214400,0,650,100,3,2557,0,0
2,7,29663,20303,35423999,21254400,0,800,100,0,0,0,0
2,3,4440,3180,35423999,35424000,2,1100,100,2,2200,2,0
2,4,4380,3120,35423999,35424000,0,1265,100,2,2530,2,0
2,8,29175,17100,35164799,35164800,0,650,100,2,1300,0,0
2,4,19380,16560,35078399,35078400,0,990,50,2,3000,0,0
2,3,4440,3180,35078399,35078400,0,1100,100,2,2200,0,0
2,4,19380,16560,35078399,35078400,0,1265,100,2,2530,3,0
2,7,22555,11695,34905599,34905600,1,650,100,3,2550,1,0
2,3,4440,3180,33782399,33436800,0,1100,100,2,2200,2,0
2,4,19380,16560,34905599,34905600,0,1100,100,2,2200,0,0
2,4,19380,16560,34819199,34732800,1,990,50,2,1980,2,0
2,6,22387,11587,34127999,34128000,0,650,100,2,1850,1,0
2,4,4380,3120,34041599,34041600,2,990,50,2,1980,2,0
2,10,17940,9660,34732799,34732800,2,650,100,2,1500,2,0
2,4,4380,3120,34214399,33609600,4,1100,100,2,2370,4,0
2,4,19380,16560,33523199,33523200,0,990,50,1,1000,1,0
2,4,19380,16560,34387199,34387200,0,1100,100,2,2200,2,0
2,6,15600,9540,34387199,34387200,0,500,50,2,806,2,0
2,4,19380,16560,34300799,32054400,3,990,50,2,1980,0,0
2,7,14217,9657,34300799,34300800,1,650,100,3,1550,2,0
2,4,19380,16560,33782399,33782400,0,1265,100,2,2530,0,0
2,7,28936,17100,33350399,33350400,0,800,100,2,1600,0,0
2,4,4380,3120,33436799,33436800,0,1430,1000,2,2910,4,0
2,7,14593,9493,33436799,33436800,0,650,100,2,1300,1,0
2,4,19380,16560,33609599,33609600,4,1430,1000,2,2860,2,0
2,4,4380,3120,33695999,26524800,0,990,100,2,2000,0,0
2,3,4440,3180,33782399,33782400,2,1390,1000,3,4770,5,0
2,6,22387,11587,33782399,25488000,0,800,100,5,5801,3,0
2,4,19380,16560,33695999,33696000,1,990,100,2,1980,1,0
2,22,42840,19020,33436799,33436800,1,650,100,2,1300,4,0
2,3,4440,3180,33177599,33177600,4,1390,1000,2,2780,0,0
2,4,4380,3120,33177599,33177600,1,990,100,2,2000,2,0
2,11,26661,19281,26179199,26179200,6,990,100,2,1904,1,0
2,4,19380,16560,33263999,33264000,1,990,100,3,3270,0,0
2,3,4440,3180,33523199,21600000,0,990,100,6,830,4,0
2,7,30580,18638,33436799,27648000,0,650,100,3,1470,3,0
2,4,4380,3120,33004799,22550400,0,990,100,0,0,4,0
2,7,30580,18639,33091199,28339200,1,650,100,1,650,0,0
2,6,15420,9480,33091199,33091200,0,500,50,1,500,3,0
2,4,4380,3120,33091199,33091200,0,990,100,3,3130,0,0
2,7,14217,9657,33004799,32918400,4,650,100,2,1470,4,0
2,7,14217,9657,32745599,31363200,0,650,100,2,1300,2,0
2,4,4380,3120,32572799,32572800,0,990,100,2,1730,1,0
2,7,14857,9577,32572799,32572800,0,650,100,2,1300,1,0
2,6,7020,3720,33004799,32745600,0,500,50,2,916,3,0
2,4,19380,16560,32745599,32745600,0,990,100,2,1980,1,0
2,3,4440,3180,32572799,32572800,1,990,100,2,1980,4,0
2,4,4380,3120,31795199,31795200,6,990,100,2,1980,0,0
2,3,4440,3180,31795199,31795200,0,990,100,3,3000,0,0
2,6,22387,11587,31967999,31708800,3,650,100,2,1300,4,0
2,4,19380,16560,30585599,29894400,0,990,100,2,1861,2,0
2,3,4440,3180,29030399,29030400,1,990,100,2,1980,0,0
2,7,14217,9657,32486399,32486400,2,650,100,3,1684,1,0
2,7,14217,9657,31795199,31795200,0,650,100,2,1300,4,0
2,3,4440,3180,23587199,23587200,0,990,50,2,1980,0,0
2,8,30575,18638,31708799,30758400,17,650,100,3,1285,5,0
2,11,26661,19281,27820799,27820800,2,1390,1000,2,2780,3,0
2,3,4440,3180,31363199,31363200,0,990,100,2,1980,0,0
2,4,4380,3120,31363199,31363200,1,990,100,3,2022,0,0
2,8,37573,19140,25487999,25488000,1,650,100,2,1300,0,0
2,4,19380,16560,31363199,31104000,0,990,100,2,1980,3,0
2,3,4440,3180,30931199,30931200,0,990,100,2,3000,0,0
2,3,4440,3180,30931199,30585600,0,1390,1000,2,2735,2,0
2,3,4440,3180,30931199,30844800,10,990,100,1,970,8,0
2,4,4380,3120,30758399,30153600,5,990,100,2,1980,3,0
2,3,4440,3180,30758399,30412800,0,990,100,2,1923,2,0
2,4,19380,16560,30671999,30672000,0,990,100,3,2970,0,0
2,3,4440,3180,30671999,13651200,1,990,100,0,0,0,0
2,11,26661,19281,29980799,29808000,0,990,100,2,1980,2,0
2,3,4440,3180,30585599,30153600,3,990,100,2,2000,3,0
2,7,9840,5160,30671999,24278400,0,650,100,2,1328,2,0
2,4,4380,3120,30239999,29894400,0,990,100,3,2801,0,0
2,6,19680,16560,30499199,30499200,0,990,100,2,1980,1,0
2,7,22555,11695,30326399,22377600,0,650,100,0,0,0,0
2,4,4380,3120,30585599,29980800,0,990,100,2,2114,2,0
2,7,30580,18639,29894399,29894400,0,650,100,2,1300,0,0
2,7,29663,20303,30499199,29980800,4,650,100,1,1242,4,0
2,4,4380,3120,30585599,30585600,0,990,100,2,1980,0,0
2,3,4440,3180,30239999,29980800,0,990,100,2,1980,3,0
2,3,4440,3180,29894399,29894400,0,990,100,2,1980,0,0
2,7,22550,11690,30671999,30672000,7,500,50,3,1500,0,0
2,3,4440,3180,30758399,30672000,3,990,100,2,1980,6,0
2,3,4440,3180,30239999,30240000,5,1390,1000,2,2780,3,0
2,11,26661,19281,29203199,29203200,2,990,100,3,2970,5,0
2,6,27064,16620,29980799,29548800,1,800,100,2,1600,3,0
2,7,30580,18638,29980799,29980800,0,500,50,1,500,0,0
2,4,4380,3120,29635199,29635200,0,990,100,2,1970,2,0
2,4,4380,3120,29894399,29894400,0,1390,1000,3,5520,2,0
2,3,4440,3180,29894399,29894400,1,1390,1000,2,2750,2,0
2,7,19740,16560,21254399,19872000,3,990,100,3,2260,3,0
2,7,19740,16560,20995199,20995200,0,990,100,2,1980,0,0
2,6,19680,16560,15983999,5356800,0,990,100,0,0,5,0
2,7,19740,16560,21772799,21772800,0,990,100,1,990,0,0
2,7,19740,16560,20735999,20736000,2,990,100,2,1980,0,0
2,1,1620,1620,27215999,17107200,0,990,100,0,0,0,0
2,7,19740,16560,21081599,21081600,0,990,100,1,990,0,0
2,7,19740,16560,18575999,16329600,0,800,50,2,1087,1,0
2,7,19740,16560,21686399,20390400,0,990,100,2,2435,2,0
2,7,19740,16560,22031999,22032000,0,990,100,1,990,0,0
2,3,4440,3180,29635199,27993600,6,990,100,2,1980,3,0
2,4,4380,3120,29894399,29894400,1,990,100,2,1980,2,0
2,3,4440,3180,29548799,29548800,0,990,100,2,2180,2,0
2,7,30580,18638,29548799,29548800,0,650,100,2,1300,1,0
2,3,4440,3180,28857599,28857600,2,990,100,2,2770,0,0
2,4,19380,16560,29289599,29289600,0,990,100,3,2988,0,0
2,3,4440,3180,29548799,29548800,0,990,100,2,1980,2,0
2,4,4380,3120,29548799,29548800,1,990,100,2,2680,2,0
2,3,4440,3180,28339199,28252800,0,1390,1000,1,10000,2,0
2,4,4380,3120,29030399,29030400,1,990,100,2,1980,1,0
2,4,4860,3180,28943999,28944000,1,500,50,2,1170,0,0
2,7,30580,18638,28079999,25833600,0,500,50,2,805,4,0
2,4,4380,3120,28943999,28944000,0,990,100,2,1980,0,0
2,5,5040,3180,29375999,29376000,1,500,50,2,1550,0,0
2,3,4440,3180,29203199,29203200,0,990,100,1,990,0,0
2,4,19380,16560,28857599,28857600,0,990,100,2,1980,2,0
2,3,4440,3180,27475199,27475200,0,990,100,2,1970,3,0
2,4,4380,3120,28943999,24192000,1,990,100,2,1747,2,0
2,4,4380,3120,27907199,15984000,0,990,100,2,1900,2,0
2,3,4440,3180,29203199,29203200,4,990,100,2,1980,1,0
2,6,7620,3660,29289599,29289600,5,650,100,2,1300,1,0
2,7,22554,11694,28857599,28857600,0,650,100,2,1300,0,0
2,4,19380,16560,28079999,28080000,0,990,100,2,1990,0,0
2,3,4440,3180,28252799,28166400,0,1390,1000,3,4800,0,0
2,4,19380,16560,28252799,28166400,5,990,100,1,1000,2,0
2,4,4380,3120,29030399,29030400,0,990,100,3,2970,2,0
2,3,4440,3180,28339199,28339200,0,990,100,2,1980,0,0
2,4,4380,3120,27475199,27475200,0,990,100,2,2000,0,0
2,6,15600,9540,28857599,28857600,0,500,50,2,1340,3,0
2,3,4440,3180,27820799,27734400,0,1390,1000,2,2765,1,0
2,3,4440,3180,28166399,27648000,0,990,100,2,2002,3,0
2,3,4440,3180,27820799,27648000,0,990,100,2,1951,2,0
2,7,30580,18639,27907199,5011200,2,800,100,3,2010,1,0
2,6,22387,11587,28252799,28252800,0,650,100,3,1938,2,0
2,3,4440,3180,27907199,26784000,0,990,100,2,1921,1,0
2,7,29714,17220,28166399,21254400,0,500,50,0,0,1,0
2,4,4380,3120,27647999,19440000,0,990,100,1,495,3,0
2,3,4440,3180,25747199,24019200,2,1390,1000,2,2606,2,0
2,4,4380,3120,27561599,16416000,2,1390,1000,4,4429,1,0
2,6,15420,9480,28339199,28339200,6,650,100,2,1300,0,0
2,7,30580,18638,28252799,28252800,0,650,100,2,1300,2,0
2,7,29663,20303,28252799,28252800,0,800,100,2,1600,0,0
2,6,7020,3720,28252799,15552000,2,800,100,2,1600,3,0
2,3,4440,3180,27561599,22550400,0,990,100,2,1145,3,0
2,6,22387,11587,27215999,27216000,2,650,100,1,650,1,0
2,7,14217,9657,27561599,27561600,3,800,100,3,2640,1,0
2,4,19380,16560,27129599,27043200,0,990,100,2,1970,0,0
2,6,19680,16560,27993599,27561600,0,990,100,2,1951,2,0
2,1,1620,1620,24796799,5529600,0,990,100,0,0,4,0
2,7,30580,18639,27561599,27561600,0,650,100,2,1300,2,0
2,3,4440,3180,26351999,26352000,0,120,1,1,1500,0,0
2,4,19380,16560,27129599,21772800,0,990,100,2,1970,2,0
2,7,14592,9492,27129599,24451200,0,650,100,0,0,4,0
2,4,4380,3120,26956799,26956800,0,990,100,3,2970,0,0
2,7,30580,18638,27043199,23068800,0,800,100,2,1600,2,0
2,3,4440,3180,27129599,27129600,0,1390,1000,2,2780,0,0
2,7,22554,11694,27129599,24451200,0,650,100,1,1649,3,0
2,4,4380,3120,25315199,24969600,0,990,100,2,1831,1,0
2,3,4440,3180,26351999,11750400,1,990,100,0,0,4,0
2,7,29714,17220,26179199,26006400,0,650,100,2,1300,2,0
2,7,30580,18638,26351999,26006400,0,650,100,2,1500,3,0
2,3,4440,3180,26524799,26524800,0,1390,1000,2,2980,4,0
2,11,26661,19281,27043199,27043200,10,990,100,2,2000,1,0
2,3,4440,3180,26265599,23328000,0,990,100,1,1100,3,0
2,3,4440,3180,25919999,25920000,0,1390,1000,2,3440,4,0
2,4,4380,3120,24796799,24796800,0,990,100,2,1980,2,0
2,3,5760,2940,26956799,3542400,0,650,100,1,733,0,0
2,3,4440,3180,24105599,24105600,0,990,100,2,1720,2,0
2,3,4440,3180,25919999,25920000,4,990,100,2,1980,4,0
2,4,31041,28221,25919999,25920000,0,990,100,2,2000,0,0
2,4,19380,16560,26611199,26611200,0,1390,1000,2,2780,1,0
2,4,4380,3120,26611199,26611200,0,990,100,3,3348,2,0
2,4,4380,3120,25747199,25228800,0,990,100,2,2980,6,0
2,7,30580,18638,26179199,20649600,1,500,50,0,0,2,0
2,3,4440,3180,25747199,25747200,6,120,1,2,2400,3,0
2,4,4380,3120,25401599,25401600,0,1390,1000,3,11610,3,0
2,7,30580,18638,26351999,25747200,0,500,50,1,500,1,0
2,7,30580,18638,26351999,26352000,0,650,100,2,1300,5,0
2,6,8220,4560,25401599,25401600,0,650,100,1,400,1,0
2,4,4380,3120,25833599,25833600,0,1390,1000,5,3312,2,0
2,3,4440,3180,25833599,25574400,0,990,100,2,2320,4,0
2,4,19380,16560,25833599,25142400,0,1390,1000,2,2696,4,0
2,7,30580,18638,25833599,25833600,8,650,100,2,2000,2,0
2,18,76860,23954,25919999,19526400,2,650,100,3,1929,2,0
2,4,19380,16560,25142399,25142400,0,990,100,2,1980,2,0
2,7,30580,18638,25747199,25747200,0,500,50,3,1500,2,0
2,7,30580,18639,25142399,25142400,0,650,100,2,1300,0,0
2,4,4380,3120,25660799,25660800,0,990,100,2,2000,0,0
2,3,4440,3180,25055999,25056000,0,990,100,1,4000,2,0
2,23,45900,19020,23587199,23241600,1,650,100,2,1300,2,0
2,6,22387,11587,25055999,24796800,1,800,100,1,800,2,0
2,4,19380,16560,25055999,25056000,0,990,100,2,1980,1,0
2,27,108060,66180,25055999,25056000,3,650,100,2,750,1,0
2,9,132602,74408,23673599,23673600,0,650,100,3,3000,2,0
2,3,4440,3180,24537599,24019200,0,1390,1000,2,2780,3,0
2,4,24244,15060,22118399,11577600,0,650,100,0,0,0,0
2,7,37505,19260,24796799,24796800,0,500,50,1,500,4,0
2,6,22387,11587,24796799,22032000,1,650,100,1,628,2,0
2,7,14217,9657,19785599,18835200,0,500,50,3,1323,6,0
2,3,4440,3180,24105599,24105600,4,1390,1000,2,2780,1,0
2,3,4440,3180,24105599,18144000,0,990,100,1,1142,4,0
2,68,113040,66180,23587199,22896000,0,500,50,2,1000,0,0
2,4,4380,3120,23587199,22032000,0,990,100,2,2000,2,0
2,7,30580,18639,24537599,24537600,3,800,100,2,2200,3,0
2,3,4440,3180,23932799,23760000,3,990,100,2,2400,0,0
2,5,7860,4560,24105599,24105600,0,650,100,2,1300,0,0
2,3,4440,3180,23932799,23932800,0,990,100,2,1980,0,0
2,4,4380,3120,23068799,23068800,0,990,100,2,1980,0,0
2,3,4440,3180,24364799,24364800,0,990,100,2,1980,0,0
2,11,26661,19281,22982399,22982400,3,1390,1000,2,3440,4,0
2,3,4440,3180,22723199,21772800,2,990,100,3,1900,10,0
2,3,4440,3180,22377599,22377600,1,990,100,3,2230,5,0
2,3,4440,3180,21686399,21686400,3,990,100,2,1980,3,0
2,7,30580,18639,23414399,23414400,0,800,100,2,1860,2,0
2,0,0,0,23932799,23932800,1,650,100,3,1950,2,0
2,7,19740,16560,19094399,14428800,11,1390,1000,2,1603,4,1
2,6,22387,11587,23327999,23328000,2,650,100,2,1300,2,0
2,4,19380,16560,19612799,18662400,7,990,100,2,1664,4,0
2,3,4440,3180,22723199,22723200,0,120,1,2,2400,0,0
2,4,19380,16560,23414399,23328000,0,1390,1000,1,1390,2,0
2,8,29175,17100,22895999,22896000,0,650,100,2,1300,1,0
2,4,19380,16560,22982399,21168000,0,990,100,2,1832,4,0
2,3,4440,3180,22982399,22809600,3,990,100,1,933,3,0
2,3,4440,3180,22723199,22723200,1,1390,1000,3,4160,0,0
2,7,30580,18639,22809599,22809600,1,650,100,2,1300,2,0
2,7,30515,18638,23155199,23155200,0,500,50,2,1000,2,0
2,3,4440,3180,22377599,22377600,4,990,100,3,2970,2,0
2,3,4440,3180,22723199,22723200,0,990,100,2,1980,4,0
2,4,4380,3120,20735999,20649600,5,990,100,2,1980,5,0
2,11,26661,19281,22031999,21945600,0,990,100,3,2980,4,0
2,4,19380,16560,21686399,21686400,21,990,100,2,4280,12,0
2,6,22387,11587,22031999,22032000,0,800,100,2,2800,2,0
2,3,4440,3180,22204799,22204800,0,120,1,2,2400,0,0
2,4,4380,3120,22031999,22032000,1,990,100,2,1980,0,0
2,3,4440,3180,21340799,21340800,3,800,50,2,1600,1,0
2,4,4380,3120,22204799,22204800,2,990,100,2,1980,4,0
2,4,4380,3120,21772799,21772800,0,1390,1000,2,2780,0,0
2,7,30580,18639,21340799,21340800,0,650,100,1,600,0,0
2,4,4380,3120,21513599,21513600,1,990,100,2,2188,1,0
2,6,22387,11587,21599999,13824000,1,800,100,2,1600,3,0
2,3,4440,3180,20908799,16416000,0,990,100,1,842,2,0
2,7,14217,9657,13823999,13737600,7,500,50,4,1993,3,0
2,3,4440,3180,21081599,21081600,2,1390,1000,2,4316,0,0
2,4,24244,15060,19267199,11059200,0,650,100,0,0,0,0
2,6,8220,4560,22118399,22118400,0,650,100,3,1950,0,0
2,3,4440,3180,21945599,21945600,3,990,100,2,1980,1,0
2,3,4440,3180,21599999,21600000,0,990,100,2,2650,1,0
2,11,26661,19281,20908799,20908800,1,990,100,3,3570,4,0
2,3,4440,3180,20908799,20736000,0,990,100,2,1923,2,0
2,11,26661,19281,21081599,21081600,0,990,100,3,2970,2,0
2,10,23066,11606,21599999,21600000,1,650,100,3,1950,2,0
2,4,4380,3120,20303999,20304000,0,990,100,2,2180,1,0
2,3,4440,3180,19785599,17539200,3,1390,1000,2,1697,8,0
2,6,19680,16560,20303999,12355200,0,990,100,0,0,0,0
2,4,4380,3120,21167999,20995200,0,990,100,2,1980,1,0
2,3,4440,3180,19526399,19526400,0,1390,1000,2,2780,1,0
2,6,22387,11587,20563199,20563200,0,650,100,1,650,0,0
2,7,29345,17340,20390399,20390400,1,1100,300,3,3300,1,0
2,4,19380,16560,19526399,19526400,1,990,100,3,2970,2,0
2,4,19380,16560,19785599,19785600,0,1390,1000,1,1500,1,0
2,3,4440,3180,19785599,19785600,0,990,100,1,1320,0,0
2,4,19380,16560,19699199,19440000,0,990,100,2,1980,3,0
2,3,4440,3180,19699199,19699200,0,990,100,1,2970,0,0
2,7,30580,18638,20390399,20390400,0,650,100,2,750,0,0
2,4,19380,16560,19180799,16502400,5,990,100,0,0,4,0
2,4,4380,3120,19180799,11318400,0,990,100,2,1980,0,0
2,4,4380,3120,19094399,19094400,4,990,100,2,2640,0,0
2,4,4380,3120,18489599,13651200,0,990,100,2,1690,2,0
2,0,0,0,19785599,2851200,0,1100,300,1,70,1,0
2,9,132602,74408,17884799,17712000,0,800,100,2,2200,4,0
2,6,7020,3720,20044799,19872000,3,500,50,3,1483,2,0
2,3,4440,3180,19353599,19353600,0,990,100,2,1980,0,0
2,3,4440,3180,19612799,19612800,1,990,100,2,1980,0,0
2,1,1560,1560,2159999,2160000,0,1500,300,2,5468,2,0
2,7,9180,5400,19958399,19958400,5,1000,200,1,1000,2,0
2,6,15420,9480,20044799,14774400,0,500,50,0,0,2,0
2,3,4440,3180,19094399,11145600,0,990,100,1,990,0,1
2,7,30580,18638,19958399,19958400,0,500,50,2,1400,0,0
2,4,19380,16560,19612799,19612800,0,990,100,3,2970,0,0
2,7,30580,18639,19699199,16848000,1,650,100,2,985,3,0
2,4,19380,16560,19612799,15638400,2,1390,1000,2,3245,3,0
2,8,37573,19140,19180799,10454400,0,500,50,1,341,0,0
2,4,19380,16560,18403199,18403200,0,990,100,3,2970,0,0
2,4,4380,3120,19353599,19353600,0,990,100,2,1980,2,0
2,7,30580,18639,19526399,11836800,0,500,50,0,0,0,0
2,4,4380,3120,19353599,19353600,0,990,100,2,1980,0,0
2,11,26661,19281,16761599,16761600,0,990,100,1,1190,0,0
2,3,4440,3180,17971199,17712000,2,990,100,3,3360,5,0
2,3,4440,3180,16588799,16588800,0,1390,1000,2,2780,0,0
2,11,26661,19281,18057599,17539200,2,1390,1000,2,2980,0,0
2,8,37573,19140,19267199,19267200,0,650,100,2,1300,2,0
2,7,30580,18638,19180799,9763200,0,500,50,0,0,0,0
2,7,30580,18638,19180799,19180800,0,500,50,2,1000,4,0
2,5,6900,3720,19267199,19267200,3,650,100,3,2550,1,0
2,4,4380,3120,19180799,18489600,0,990,100,2,1980,2,0
2,3,4440,3180,18057599,18057600,0,990,100,3,2970,2,0
2,2,1620,1560,16415999,5184000,0,1390,1000,0,0,0,0
2,3,4980,2160,2678399,2678400,1,1000,300,2,6490,4,0
2,7,28934,17100,19094399,19094400,0,500,50,1,500,3,0
2,4,4860,3180,18748799,18748800,0,650,100,3,1300,2,0
2,4,4380,3120,16502399,16502400,0,990,100,2,1980,4,0
